UNIX TIME;TIME;LAT;LONG;ALT;DIST;HR;CAD;TEMP;POWER
1178690400;2007-05-09T06:00:00Z;-33,886760;151,208994;46;0;0;0;No Data;No Data
1178690403;2007-05-09T06:00:03Z;-33,886716;151,208862;40;0.0130437;0;0;No Data;No Data
1178690406;2007-05-09T06:00:06Z;-33,886657;151,208749;40;0.0253188;0;0;No Data;No Data
1178690409;2007-05-09T06:00:09Z;-33,886582;151,208635;40;0.0386753;0;0;No Data;No Data
1178690413;2007-05-09T06:00:13Z;-33,886508;151,208485;40;0.0547963;0;0;No Data;No Data
1178690418;2007-05-09T06:00:18Z;-33,886403;151,208314;40;0.0743817;0;0;No Data;No Data
1178690422;2007-05-09T06:00:22Z;-33,886281;151,208199;40;0.0915021;0;0;No Data;No Data
1178690424;2007-05-09T06:00:24Z;-33,886221;151,208142;40;0.099968;0;0;No Data;No Data
1178690426;2007-05-09T06:00:26Z;-33,886160;151,208066;45;0.1096435;0;0;No Data;No Data
1178690429;2007-05-09T06:00:29Z;-33,886100;151,207971;36;0.1205565;0;0;No Data;No Data
1178690434;2007-05-09T06:00:34Z;-33,885996;151,207801;36;0.1400288;0;0;No Data;No Data
1178690437;2007-05-09T06:00:37Z;-33,885936;151,207688;36;0.1523729;0;0;No Data;No Data
1178690438;2007-05-09T06:00:38Z;-33,885891;151,207631;36;0.1596055;0;0;No Data;No Data
1178690440;2007-05-09T06:00:40Z;-33,885861;151,207556;36;0.1672545;0;0;No Data;No Data
1178690443;2007-05-09T06:00:43Z;-33,885802;151,207424;36;0.181058;0;0;No Data;No Data
1178690447;2007-05-09T06:00:47Z;-33,885727;151,207310;36;0.1944199;0;0;No Data;No Data
1178690449;2007-05-09T06:00:49Z;-33,885683;151,207197;36;0.2058678;0;0;No Data;No Data
1178690454;2007-05-09T06:00:54Z;-33,885593;151,207046;29;0.2229641;0;0;No Data;No Data
1178690456;2007-05-09T06:00:56Z;-33,885549;151,206952;29;0.2329017;0;0;No Data;No Data
1178690459;2007-05-09T06:00:59Z;-33,885489;151,206839;29;0.2452571;0;0;No Data;No Data
1178690461;2007-05-09T06:01:01Z;-33,885429;151,206763;29;0.2549289;0;0;No Data;No Data
1178690464;2007-05-09T06:01:04Z;-33,885338;151,206667;25;0.2683279;0;0;No Data;No Data
1178690468;2007-05-09T06:01:08Z;-33,885263;151,206554;25;0.2816769;0;0;No Data;No Data
1178690471;2007-05-09T06:01:11Z;-33,885187;151,206458;25;0.2938024;0;0;No Data;No Data
1178690474;2007-05-09T06:01:14Z;-33,885097;151,206326;25;0.3095101;0;0;No Data;No Data
1178690479;2007-05-09T06:01:19Z;-33,884992;151,206156;22;0.3290236;0;0;No Data;No Data
1178690481;2007-05-09T06:01:21Z;-33,884948;151,206080;22;0.3375469;0;0;No Data;No Data
1178690485;2007-05-09T06:01:25Z;-33,884857;151,205966;22;0.3520899;0;0;No Data;No Data
1178690489;2007-05-09T06:01:29Z;-33,884736;151,205851;22;0.3691963;0;0;No Data;No Data
1178690491;2007-05-09T06:01:31Z;-33,884660;151,205793;22;0.3791652;0;0;No Data;No Data
1178690494;2007-05-09T06:01:34Z;-33,884569;151,205716;22;0.3915063;0;0;No Data;No Data
1178690498;2007-05-09T06:01:38Z;-33,884447;151,205601;21;0.4086454;0;0;No Data;No Data
1178690503;2007-05-09T06:01:43Z;-33,884295;151,205486;21;0.4285776;0;0;No Data;No Data
1178690504;2007-05-09T06:01:44Z;-33,884249;151,205447;21;0.4347229;0;0;No Data;No Data
1178690507;2007-05-09T06:01:47Z;-33,884158;151,205370;24;0.4469961;0;0;No Data;No Data
1178690510;2007-05-09T06:01:50Z;-33,884067;151,205293;24;0.4592789;0;0;No Data;No Data
1178690514;2007-05-09T06:01:54Z;-33,883945;151,205197;24;0.4753915;0;0;No Data;No Data
1178690516;2007-05-09T06:01:56Z;-33,883884;151,205158;24;0.4829645;0;0;No Data;No Data
1178690519;2007-05-09T06:01:59Z;-33,883778;151,205081;24;0.4967011;0;0;No Data;No Data
1178690523;2007-05-09T06:02:03Z;-33,883687;151,204967;21;0.5112341;0;0;No Data;No Data
1178690527;2007-05-09T06:02:07Z;-33,883566;151,204852;21;0.5283278;0;0;No Data;No Data
1178690529;2007-05-09T06:02:09Z;-33,883490;151,204775;21;0.5392643;0;0;No Data;No Data
1178690533;2007-05-09T06:02:13Z;-33,883400;151,204643;21;0.5549858;0;0;No Data;No Data
1178690535;2007-05-09T06:02:15Z;-33,883339;151,204604;22;0.5625969;0;0;No Data;No Data
1178690538;2007-05-09T06:02:18Z;-33,883264;151,204509;22;0.5746709;0;0;No Data;No Data
1178690542;2007-05-09T06:02:22Z;-33,883127;151,204412;22;0.5923221;0;0;No Data;No Data
1178690547;2007-05-09T06:02:27Z;-33,882975;151,204259;22;0.6142785;0;0;No Data;No Data
1178690552;2007-05-09T06:02:32Z;-33,882838;151,204162;20;0.6318753;0;0;No Data;No Data
1178690555;2007-05-09T06:02:35Z;-33,882747;151,204086;20;0.6441669;0;0;No Data;No Data
1178690557;2007-05-09T06:02:37Z;-33,882686;151,204028;20;0.6527235;0;0;No Data;No Data
1178690559;2007-05-09T06:02:39Z;-33,882595;151,203970;20;0.6641548;0;0;No Data;No Data
1178690562;2007-05-09T06:02:42Z;-33,882519;151,203912;20;0.6741418;0;0;No Data;No Data
1178690564;2007-05-09T06:02:44Z;-33,882442;151,203873;20;0.6833719;0;0;No Data;No Data
1178690567;2007-05-09T06:02:47Z;-33,882336;151,203795;26;0.6971578;0;0;No Data;No Data
1178690570;2007-05-09T06:02:50Z;-33,882229;151,203737;26;0.7102091;0;0;No Data;No Data
1178690573;2007-05-09T06:02:53Z;-33,882121;151,203696;26;0.7227081;0;0;No Data;No Data
1178690577;2007-05-09T06:02:57Z;-33,881983;151,203637;25;0.7388979;0;0;No Data;No Data
1178690583;2007-05-09T06:03:03Z;-33,881800;151,203557;25;0.760519;0;0;No Data;No Data
1178690585;2007-05-09T06:03:05Z;-33,881708;151,203518;25;0.7713347;0;0;No Data;No Data
1178690589;2007-05-09T06:03:09Z;-33,881570;151,203440;25;0.7882135;0;0;No Data;No Data
1178690593;2007-05-09T06:03:13Z;-33,881448;151,203399;25;0.802287;0;0;No Data;No Data
1178690595;2007-05-09T06:03:15Z;-33,881356;151,203341;25;0.8137767;0;0;No Data;No Data
1178690598;2007-05-09T06:03:18Z;-33,881249;151,203301;25;0.8262141;0;0;No Data;No Data
1178690600;2007-05-09T06:03:20Z;-33,881203;151,203262;25;0.8323748;0;0;No Data;No Data
1178690602;2007-05-09T06:03:22Z;-33,881126;151,203241;27;0.8410447;0;0;No Data;No Data
1178690604;2007-05-09T06:03:24Z;-33,881035;151,203202;27;0.8517858;0;0;No Data;No Data
1178690607;2007-05-09T06:03:27Z;-33,880958;151,203181;27;0.8605376;0;0;No Data;No Data
1178690609;2007-05-09T06:03:29Z;-33,880881;151,203142;27;0.8697452;0;0;No Data;No Data
1178690613;2007-05-09T06:03:33Z;-33,880713;151,203081;27;0.8892446;0;0;No Data;No Data
1178690617;2007-05-09T06:03:37Z;-33,880590;151,203041;27;0.9033799;0;0;No Data;No Data
1178690619;2007-05-09T06:03:39Z;-33,880513;151,203020;27;0.912094;0;0;No Data;No Data
1178690622;2007-05-09T06:03:42Z;-33,880406;151,202961;16;0.9250978;0;0;No Data;No Data
1178690624;2007-05-09T06:03:44Z;-33,880329;151,202941;17;0.9337739;0;0;No Data;No Data
1178690626;2007-05-09T06:03:46Z;-33,880268;151,202902;17;0.9413696;0;0;No Data;No Data
1178690629;2007-05-09T06:03:49Z;-33,880176;151,202862;17;0.9521426;0;0;No Data;No Data
1178690631;2007-05-09T06:03:51Z;-33,880084;151,202841;17;0.9624817;0;0;No Data;No Data
1178690634;2007-05-09T06:03:54Z;-33,879962;151,202782;17;0.9770737;0;0;No Data;No Data
1178690637;2007-05-09T06:03:57Z;-33,879854;151,202760;17;0.9891843;0;0;No Data;No Data
1178690641;2007-05-09T06:04:01Z;-33,879732;151,202701;17;1.003771;0;0;No Data;No Data
1178690643;2007-05-09T06:04:03Z;-33,879670;151,202681;17;1.010812;0;0;No Data;No Data
1178690646;2007-05-09T06:04:06Z;-33,879563;151,202641;17;1.023216;0;0;No Data;No Data
1178690647;2007-05-09T06:04:07Z;-33,879517;151,202639;9;1.028305;0;0;No Data;No Data
1178690650;2007-05-09T06:04:10Z;-33,879394;151,202599;9;1.042419;0;0;No Data;No Data
1178690654;2007-05-09T06:04:14Z;-33,879256;151,202558;9;1.058191;0;0;No Data;No Data
1178690657;2007-05-09T06:04:17Z;-33,879149;151,202518;9;1.070647;0;0;No Data;No Data
1178690658;2007-05-09T06:04:18Z;-33,879117;151,202554;9;1.075514;0;0;No Data;No Data
1178690664;2007-05-09T06:04:24Z;-33,879159;151,202797;9;1.098502;0;0;No Data;No Data
1178690667;2007-05-09T06:04:27Z;-33,879156;151,202964;9;1.114008;0;0;No Data;No Data
1178690671;2007-05-09T06:04:31Z;-33,879168;151,203132;16;1.129636;0;0;No Data;No Data
1178690674;2007-05-09T06:04:34Z;-33,879165;151,203281;16;1.143421;0;0;No Data;No Data
1178690677;2007-05-09T06:04:37Z;-33,879163;151,203392;16;1.15374;0;0;No Data;No Data
1178690679;2007-05-09T06:04:39Z;-33,879161;151,203485;16;1.162389;0;0;No Data;No Data
1178690684;2007-05-09T06:04:44Z;-33,879172;151,203727;16;1.184849;0;0;No Data;No Data
1178690686;2007-05-09T06:04:46Z;-33,879186;151,203802;16;1.192002;0;0;No Data;No Data
1178690689;2007-05-09T06:04:49Z;-33,879230;151,203933;17;1.205145;0;0;No Data;No Data
1178690691;2007-05-09T06:04:51Z;-33,879244;151,204008;17;1.212307;0;0;No Data;No Data
1178690699;2007-05-09T06:04:59Z;-33,879252;151,204380;17;1.246764;0;0;No Data;No Data
1178690702;2007-05-09T06:05:02Z;-33,879250;151,204492;17;1.257133;0;0;No Data;No Data
1178690706;2007-05-09T06:05:06Z;-33,879293;151,204697;13;1.27676;0;0;No Data;No Data
1178690712;2007-05-09T06:05:12Z;-33,879319;151,204940;13;1.299444;0;0;No Data;No Data
1178690714;2007-05-09T06:05:14Z;-33,879333;151,205033;13;1.308246;0;0;No Data;No Data
1178690717;2007-05-09T06:05:17Z;-33,879361;151,205146;13;1.31918;0;0;No Data;No Data
1178690720;2007-05-09T06:05:20Z;-33,879374;151,205276;13;1.331348;0;0;No Data;No Data
1178690722;2007-05-09T06:05:22Z;-33,879403;151,205388;13;1.342295;0;0;No Data;No Data
1178690724;2007-05-09T06:05:24Z;-33,879417;151,205482;15;1.351155;0;0;No Data;No Data
1178690728;2007-05-09T06:05:28Z;-33,879445;151,205631;15;1.365358;0;0;No Data;No Data
1178690731;2007-05-09T06:05:31Z;-33,879504;151,205782;15;1.380811;0;0;No Data;No Data
1178690735;2007-05-09T06:05:35Z;-33,879548;151,205913;15;1.393924;0;0;No Data;No Data
1178690736;2007-05-09T06:05:36Z;-33,879562;151,205988;24;1.401062;0;0;No Data;No Data
1178690738;2007-05-09T06:05:38Z;-33,879591;151,206063;24;1.408779;0;0;No Data;No Data
1178690740;2007-05-09T06:05:40Z;-33,879636;151,206139;24;1.417446;0;0;No Data;No Data
1178690743;2007-05-09T06:05:43Z;-33,879649;151,206269;20;1.429615;0;0;No Data;No Data
1178690745;2007-05-09T06:05:45Z;-33,879678;151,206344;20;1.437374;0;0;No Data;No Data
1178690747;2007-05-09T06:05:47Z;-33,879692;151,206419;20;1.444556;0;0;No Data;No Data
1178690749;2007-05-09T06:05:49Z;-33,879721;151,206513;20;1.453897;0;0;No Data;No Data
1178690752;2007-05-09T06:05:52Z;-33,879750;151,206662;20;1.468126;0;0;No Data;No Data
1178690761;2007-05-09T06:06:01Z;-33,879789;151,207035;20;1.50296;0;0;No Data;No Data
1178690767;2007-05-09T06:06:07Z;-33,879784;151,207296;25;1.527098;0;0;No Data;No Data
1178690768;2007-05-09T06:06:08Z;-33,879798;151,207352;25;1.532552;0;0;No Data;No Data
1178690772;2007-05-09T06:06:12Z;-33,879826;151,207520;25;1.548434;0;0;No Data;No Data
1178690775;2007-05-09T06:06:15Z;-33,879839;151,207669;25;1.562328;0;0;No Data;No Data
1178690779;2007-05-09T06:06:19Z;-33,879851;151,207837;25;1.577934;0;0;No Data;No Data
1178690783;2007-05-09T06:06:23Z;-33,879862;151,208042;25;1.596932;0;0;No Data;No Data
1178690790;2007-05-09T06:06:30Z;-33,879888;151,208340;32;1.624652;0;0;No Data;No Data
1178690796;2007-05-09T06:06:36Z;-33,879898;151,208600;32;1.648792;0;0;No Data;No Data
1178690800;2007-05-09T06:06:40Z;-33,879941;151,208769;32;1.665188;0;0;No Data;No Data
1178690805;2007-05-09T06:06:45Z;-33,879998;151,209012;22;1.688616;0;0;No Data;No Data
1178690810;2007-05-09T06:06:50Z;-33,880041;151,209218;22;1.708293;0;0;No Data;No Data
1178690814;2007-05-09T06:06:54Z;-33,880084;151,209368;22;1.723019;0;0;No Data;No Data
1178690818;2007-05-09T06:06:58Z;-33,880111;151,209573;22;1.742276;0;0;No Data;No Data
1178690821;2007-05-09T06:07:01Z;-33,880140;151,209704;31;1.754864;0;0;No Data;No Data
1178690825;2007-05-09T06:07:05Z;-33,880214;151,209873;31;1.772608;0;0;No Data;No Data
1178690829;2007-05-09T06:07:09Z;-33,880257;151,210023;31;1.787378;0;0;No Data;No Data
1178690831;2007-05-09T06:07:11Z;-33,880286;151,210099;31;1.795167;0;0;No Data;No Data
1178690835;2007-05-09T06:07:15Z;-33,880299;151,210266;31;1.810748;0;0;No Data;No Data
1178690836;2007-05-09T06:07:16Z;-33,880344;151,210305;31;1.81701;0;0;No Data;No Data
1178690837;2007-05-09T06:07:17Z;-33,880391;151,210306;28;1.822258;0;0;No Data;No Data
1178690839;2007-05-09T06:07:19Z;-33,880452;151,210308;28;1.829145;0;0;No Data;No Data
1178690841;2007-05-09T06:07:21Z;-33,880545;151,210310;28;1.839549;0;0;No Data;No Data
1178690845;2007-05-09T06:07:25Z;-33,880668;151,210314;28;1.853343;0;0;No Data;No Data
1178690848;2007-05-09T06:07:28Z;-33,880792;151,210298;28;1.867288;0;0;No Data;No Data
1178690851;2007-05-09T06:07:31Z;-33,880885;151,210282;28;1.877797;0;0;No Data;No Data
1178690854;2007-05-09T06:07:34Z;-33,881024;151,210286;28;1.893326;0;0;No Data;No Data
1178690858;2007-05-09T06:07:38Z;-33,881148;151,210271;28;1.907219;0;0;No Data;No Data
1178690860;2007-05-09T06:07:40Z;-33,881225;151,210255;31;1.915995;0;0;No Data;No Data
1178690862;2007-05-09T06:07:42Z;-33,881318;151,210257;31;1.926384;0;0;No Data;No Data
1178690864;2007-05-09T06:07:44Z;-33,881395;151,210259;31;1.93501;0;0;No Data;No Data
1178690868;2007-05-09T06:07:48Z;-33,881518;151,210263;31;1.948807;0;0;No Data;No Data
1178690871;2007-05-09T06:07:51Z;-33,881658;151,210248;28;1.964462;0;0;No Data;No Data
1178690874;2007-05-09T06:07:54Z;-33,881735;151,210250;31;1.973064;0;0;No Data;No Data
1178690877;2007-05-09T06:07:57Z;-33,881859;151,210235;31;1.986938;0;0;No Data;No Data
1178690881;2007-05-09T06:08:01Z;-33,881997;151,210239;31;2.002405;0;0;No Data;No Data
1178690884;2007-05-09T06:08:04Z;-33,882121;151,210242;28;2.01625;0;0;No Data;No Data
1178690887;2007-05-09T06:08:07Z;-33,882229;151,210245;28;2.028315;0;0;No Data;No Data
1178690889;2007-05-09T06:08:09Z;-33,882322;151,210229;28;2.038796;0;0;No Data;No Data
1178690893;2007-05-09T06:08:13Z;-33,882476;151,210215;28;2.056089;0;0;No Data;No Data
1178690896;2007-05-09T06:08:16Z;-33,882584;151,210218;28;2.068217;0;0;No Data;No Data
1178690899;2007-05-09T06:08:19Z;-33,882693;151,210202;28;2.080465;0;0;No Data;No Data
1178690901;2007-05-09T06:08:21Z;-33,882755;151,210185;28;2.087568;0;0;No Data;No Data
1178690904;2007-05-09T06:08:24Z;-33,882879;151,210170;28;2.101452;0;0;No Data;No Data
1178690907;2007-05-09T06:08:27Z;-33,882987;151,210154;28;2.11361;0;0;No Data;No Data
1178690911;2007-05-09T06:08:31Z;-33,883127;151,210121;28;2.129489;0;0;No Data;No Data
1178690915;2007-05-09T06:08:35Z;-33,883251;151,210069;28;2.14416;0;0;No Data;No Data
1178690916;2007-05-09T06:08:36Z;-33,883313;151,210052;28;2.151301;0;0;No Data;No Data
1178690918;2007-05-09T06:08:38Z;-33,883375;151,210035;28;2.158447;0;0;No Data;No Data
1178690920;2007-05-09T06:08:40Z;-33,883438;151,209999;28;2.166185;0;0;No Data;No Data
1178690922;2007-05-09T06:08:42Z;-33,883515;151,210001;28;2.17479;0;0;No Data;No Data
1178690926;2007-05-09T06:08:46Z;-33,883670;151,209969;28;2.192324;0;0;No Data;No Data
1178690929;2007-05-09T06:08:49Z;-33,883762;151,209971;32;2.202661;0;0;No Data;No Data
1178690931;2007-05-09T06:08:51Z;-33,883855;151,209974;32;2.213064;0;0;No Data;No Data
1178690934;2007-05-09T06:08:54Z;-33,883964;151,209939;32;2.225612;0;0;No Data;No Data
1178690936;2007-05-09T06:08:56Z;-33,884041;151,209923;32;2.234371;0;0;No Data;No Data
1178690939;2007-05-09T06:08:59Z;-33,884134;151,209907;32;2.244883;0;0;No Data;No Data
1178690941;2007-05-09T06:09:01Z;-33,884227;151,209910;32;2.255253;0;0;No Data;No Data
1178690944;2007-05-09T06:09:04Z;-33,884335;151,209912;32;2.267293;0;0;No Data;No Data
1178690950;2007-05-09T06:09:10Z;-33,884536;151,209881;32;2.289895;0;0;No Data;No Data
1178690953;2007-05-09T06:09:13Z;-33,884644;151,209865;43;2.302086;0;0;No Data;No Data
1178690957;2007-05-09T06:09:17Z;-33,884814;151,209870;43;2.321073;0;0;No Data;No Data
1178690960;2007-05-09T06:09:20Z;-33,884922;151,209873;43;2.333156;0;0;No Data;No Data
1178690964;2007-05-09T06:09:24Z;-33,885061;151,209858;43;2.348767;0;0;No Data;No Data
1178690967;2007-05-09T06:09:27Z;-33,885185;151,209843;43;2.362694;0;0;No Data;No Data
1178690970;2007-05-09T06:09:30Z;-33,885278;151,209827;43;2.373196;0;0;No Data;No Data
1178690972;2007-05-09T06:09:32Z;-33,885356;151,209792;43;2.382483;0;0;No Data;No Data
1178690976;2007-05-09T06:09:36Z;-33,885495;151,209758;44;2.39835;0;0;No Data;No Data
1178690980;2007-05-09T06:09:40Z;-33,885650;151,209744;44;2.415706;0;0;No Data;No Data
1178690986;2007-05-09T06:09:46Z;-33,885866;151,209750;44;2.439818;0;0;No Data;No Data
1178690989;2007-05-09T06:09:49Z;-33,885989;151,209753;44;2.453622;0;0;No Data;No Data
1178690992;2007-05-09T06:09:52Z;-33,886097;151,209756;44;2.465758;0;0;No Data;No Data
1178690994;2007-05-09T06:09:54Z;-33,886175;151,209759;44;2.474459;0;0;No Data;No Data
1178690996;2007-05-09T06:09:56Z;-33,886252;151,209761;45;2.483062;0;0;No Data;No Data
1178690998;2007-05-09T06:09:58Z;-33,886313;151,209762;45;2.489963;0;0;No Data;No Data
1178690999;2007-05-09T06:09:59Z;-33,886375;151,209764;45;2.496947;0;0;No Data;No Data
1178691001;2007-05-09T06:10:01Z;-33,886437;151,209766;45;2.503899;0;0;No Data;No Data
1178691004;2007-05-09T06:10:04Z;-33,886546;151,209732;45;2.516447;0;0;No Data;No Data
1178691007;2007-05-09T06:10:07Z;-33,886639;151,209678;46;2.527984;0;0;No Data;No Data
1178691008;2007-05-09T06:10:08Z;-33,886701;151,209661;46;2.535135;0;0;No Data;No Data
1178691011;2007-05-09T06:10:11Z;-33,886795;151,209590;46;2.547558;0;0;No Data;No Data
1178691013;2007-05-09T06:10:13Z;-33,886843;151,209517;46;2.556196;0;0;No Data;No Data
1178691018;2007-05-09T06:10:18Z;-33,886847;151,209294;46;2.576809;0;0;No Data;No Data
1178691020;2007-05-09T06:10:20Z;-33,886849;151,209201;46;2.585399;0;0;No Data;No Data
1178691024;2007-05-09T06:10:24Z;-33,886836;151,209051;46;2.599237;0;0;No Data;No Data
1178691025;2007-05-09T06:10:25Z;-33,886806;151,209051;46;2.602572;0;0;No Data;No Data
1178691029;2007-05-09T06:10:29Z;-33,886833;151,209237;46;2.620107;0;0;No Data;No Data
1178691032;2007-05-09T06:10:32Z;-33,886784;151,209366;46;2.633247;0;0;No Data;No Data
1178691035;2007-05-09T06:10:35Z;-33,886721;151,209457;46;2.644253;0;0;No Data;No Data
1178691035;2007-05-09T06:10:35Z;-33,886705;151,209476;46;2.646728;0;0;No Data;No Data
1178691038;2007-05-09T06:10:38Z;-33,886642;151,209548;46;2.656424;0;0;No Data;No Data
1178691039;2007-05-09T06:10:39Z;-33,886595;151,209566;46;2.661854;0;0;No Data;No Data
1178691043;2007-05-09T06:10:43Z;-33,886456;151,209580;46;2.677348;0;0;No Data;No Data
1178691044;2007-05-09T06:10:44Z;-33,886410;151,209579;46;2.68246;0;0;No Data;No Data
1178691047;2007-05-09T06:10:47Z;-33,886302;151,209576;46;2.694478;0;0;No Data;No Data
1178691049;2007-05-09T06:10:49Z;-33,886209;151,209574;46;2.704778;0;0;No Data;No Data
1178691054;2007-05-09T06:10:54Z;-33,886038;151,209625;44;2.724316;0;0;No Data;No Data
1178691055;2007-05-09T06:10:55Z;-33,885976;151,209623;44;2.73111;0;0;No Data;No Data
1178691060;2007-05-09T06:11:00Z;-33,885806;151,209655;44;2.750217;0;0;No Data;No Data
1178691063;2007-05-09T06:11:03Z;-33,885698;151,209671;44;2.762315;0;0;No Data;No Data
1178691065;2007-05-09T06:11:05Z;-33,885636;151,209688;44;2.769388;0;0;No Data;No Data
1178691067;2007-05-09T06:11:07Z;-33,885543;151,209685;44;2.779682;0;0;No Data;No Data
1178691070;2007-05-09T06:11:10Z;-33,885420;151,209682;44;2.793364;0;0;No Data;No Data
1178691072;2007-05-09T06:11:12Z;-33,885342;151,209680;44;2.801941;0;0;No Data;No Data
1178691075;2007-05-09T06:11:15Z;-33,885265;151,209678;44;2.810423;0;0;No Data;No Data
1178691076;2007-05-09T06:11:16Z;-33,885204;151,209676;44;2.817204;0;0;No Data;No Data
1178691078;2007-05-09T06:11:18Z;-33,885142;151,209674;44;2.824064;0;0;No Data;No Data
1178691080;2007-05-09T06:11:20Z;-33,885049;151,209672;44;2.834329;0;0;No Data;No Data
1178691082;2007-05-09T06:11:22Z;-33,884972;151,209670;44;2.842829;0;0;No Data;No Data
1178691086;2007-05-09T06:11:26Z;-33,884849;151,209666;44;2.8565;0;0;No Data;No Data
1178691088;2007-05-09T06:11:28Z;-33,884772;151,209664;44;2.865064;0;0;No Data;No Data
1178691092;2007-05-09T06:11:32Z;-33,884617;151,209660;44;2.882236;0;0;No Data;No Data
1178691094;2007-05-09T06:11:34Z;-33,884540;151,209658;37;2.890739;0;0;No Data;No Data
1178691096;2007-05-09T06:11:36Z;-33,884448;151,209655;37;2.900977;0;0;No Data;No Data
1178691099;2007-05-09T06:11:39Z;-33,884355;151,209653;37;2.911278;0;0;No Data;No Data
1178691101;2007-05-09T06:11:41Z;-33,884262;151,209650;37;2.921533;0;0;No Data;No Data
1178691104;2007-05-09T06:11:44Z;-33,884154;151,209647;37;2.933458;0;0;No Data;No Data
1178691106;2007-05-09T06:11:46Z;-33,884062;151,209645;37;2.943666;0;0;No Data;No Data
1178691109;2007-05-09T06:11:49Z;-33,883969;151,209642;37;2.953938;0;0;No Data;No Data
1178691113;2007-05-09T06:11:53Z;-33,883830;151,209675;37;2.969708;0;0;No Data;No Data
1178691116;2007-05-09T06:11:56Z;-33,883706;151,209691;37;2.983549;0;0;No Data;No Data
1178691118;2007-05-09T06:11:58Z;-33,883629;151,209689;37;2.992095;0;0;No Data;No Data
1178691122;2007-05-09T06:12:02Z;-33,883490;151,209703;28;3.007627;0;0;No Data;No Data
1178691127;2007-05-09T06:12:07Z;-33,883304;151,209735;28;3.028537;0;0;No Data;No Data
1178691131;2007-05-09T06:12:11Z;-33,883165;151,209732;28;3.04398;0;0;No Data;No Data
1178691132;2007-05-09T06:12:12Z;-33,883103;151,209748;28;3.051032;0;0;No Data;No Data
1178691136;2007-05-09T06:12:16Z;-33,882964;151,209763;28;3.066572;0;0;No Data;No Data
1178691139;2007-05-09T06:12:19Z;-33,882840;151,209778;28;3.080428;0;0;No Data;No Data
1178691144;2007-05-09T06:12:24Z;-33,882654;151,209792;28;3.101097;0;0;No Data;No Data
1178691150;2007-05-09T06:12:30Z;-33,882437;151,209842;28;3.125624;0;0;No Data;No Data
1178691153;2007-05-09T06:12:33Z;-33,882344;151,209858;28;3.136005;0;0;No Data;No Data
1178691159;2007-05-09T06:12:39Z;-33,882112;151,209907;28;3.162211;0;0;No Data;No Data
1178691165;2007-05-09T06:12:45Z;-33,881894;151,209976;31;3.187217;0;0;No Data;No Data
1178691168;2007-05-09T06:12:48Z;-33,881771;151,209991;31;3.200979;0;0;No Data;No Data
1178691172;2007-05-09T06:12:52Z;-33,881647;151,209987;31;3.21472;0;0;No Data;No Data
1178691176;2007-05-09T06:12:56Z;-33,881477;151,210001;31;3.233637;0;0;No Data;No Data
1178691179;2007-05-09T06:12:59Z;-33,881369;151,209998;31;3.245605;0;0;No Data;No Data
1178691183;2007-05-09T06:13:03Z;-33,881215;151,209994;31;3.262728;0;0;No Data;No Data
1178691187;2007-05-09T06:13:07Z;-33,881076;151,209990;28;3.278166;0;0;No Data;No Data
1178691189;2007-05-09T06:13:09Z;-33,880983;151,209988;28;3.288434;0;0;No Data;No Data
1178691192;2007-05-09T06:13:12Z;-33,880875;151,209985;28;3.300374;0;0;No Data;No Data
1178691194;2007-05-09T06:13:14Z;-33,880798;151,209983;28;3.308878;0;0;No Data;No Data
1178691197;2007-05-09T06:13:17Z;-33,880690;151,209980;28;3.320835;0;0;No Data;No Data
1178691202;2007-05-09T06:13:22Z;-33,880505;151,209974;28;3.341383;0;0;No Data;No Data
1178691205;2007-05-09T06:13:25Z;-33,880382;151,209953;28;3.35517;0;0;No Data;No Data
1178691207;2007-05-09T06:13:27Z;-33,880321;151,209932;31;3.362213;0;0;No Data;No Data
1178691208;2007-05-09T06:13:28Z;-33,880290;151,209913;31;3.366022;0;0;No Data;No Data
1178691210;2007-05-09T06:13:30Z;-33,880230;151,209818;31;3.376968;0;0;No Data;No Data
1178691212;2007-05-09T06:13:32Z;-33,880277;151,209782;31;3.383183;0;0;No Data;No Data
1178691215;2007-05-09T06:13:35Z;-33,880401;151,209748;28;3.397396;0;0;No Data;No Data
1178691218;2007-05-09T06:13:38Z;-33,880510;151,209733;28;3.409611;0;0;No Data;No Data
1178691220;2007-05-09T06:13:40Z;-33,880587;151,209716;28;3.418372;0;0;No Data;No Data
1178691224;2007-05-09T06:13:44Z;-33,880710;151,209720;28;3.432181;0;0;No Data;No Data
1178691228;2007-05-09T06:13:48Z;-33,880881;151,209706;28;3.451267;0;0;No Data;No Data
1178691231;2007-05-09T06:13:51Z;-33,880974;151,209671;20;3.462129;0;0;No Data;No Data
1178691235;2007-05-09T06:13:55Z;-33,881128;151,209657;20;3.47943;0;0;No Data;No Data
1178691239;2007-05-09T06:13:59Z;-33,881283;151,209643;28;3.496804;0;0;No Data;No Data
1178691244;2007-05-09T06:14:04Z;-33,881454;151,209610;28;3.516083;0;0;No Data;No Data
1178691248;2007-05-09T06:14:08Z;-33,881609;151,209559;28;3.534014;0;0;No Data;No Data
1178691252;2007-05-09T06:14:12Z;-33,881764;151,209507;28;3.551995;0;0;No Data;No Data
1178691256;2007-05-09T06:14:16Z;-33,881888;151,209492;28;3.565928;0;0;No Data;No Data
